2025-09-17 01:31:47,433 | __main__ | INFO | STARTING JIT Market-Making Bot in Sniper Mode...
2025-09-17 01:32:15,139 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:15,235 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:16,261 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:16,829 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:16,830 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:16,830 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:16,831 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (146ms)
2025-09-17 01:32:16,832 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:16,832 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:16,832 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:16,981 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:16,982 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:17,173 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:17,432 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:17,695 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:18,733 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:19,279 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:19,281 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:19,281 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:19,281 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (156ms)
2025-09-17 01:32:19,282 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:19,283 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:19,283 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:19,433 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:19,435 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:19,571 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:19,747 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:20,015 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:21,057 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:21,634 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:21,635 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:21,636 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:21,636 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (154ms)
2025-09-17 01:32:21,636 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:21,637 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:21,638 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:21,787 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:21,789 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:21,951 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:22,043 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:22,198 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:23,223 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:23,994 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:23,995 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:23,995 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:23,996 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (344ms)
2025-09-17 01:32:23,997 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:23,997 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:23,997 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:24,143 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:24,144 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:24,266 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:24,363 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:24,502 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:25,587 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:26,116 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:26,117 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:26,118 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:26,118 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (144ms)
2025-09-17 01:32:26,118 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:26,118 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:26,119 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:26,265 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:26,267 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:26,411 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:26,537 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:26,657 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:27,701 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:28,303 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:28,304 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:28,304 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:28,304 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (144ms)
2025-09-17 01:32:28,305 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:28,305 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:28,305 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:28,452 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:28,453 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:28,659 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:28,829 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:28,935 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:29,971 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:30,723 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:30,724 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:30,724 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:30,724 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (333ms)
2025-09-17 01:32:30,725 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:30,725 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:30,725 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:30,875 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:30,876 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:30,994 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:31,175 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:31,404 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:32,442 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:33,177 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:33,178 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:33,178 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:33,179 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (344ms)
2025-09-17 01:32:33,179 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:33,179 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:33,180 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:33,340 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:33,342 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:33,467 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:33,556 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:33,662 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:34,699 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:35,380 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:35,381 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:35,381 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:35,381 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (142ms)
2025-09-17 01:32:35,381 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:35,382 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:35,382 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:35,544 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:35,546 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:35,725 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:35,990 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:36,164 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:37,195 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:37,753 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:37,754 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:37,755 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:37,755 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (155ms)
2025-09-17 01:32:37,756 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:37,756 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:37,757 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:38,091 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:38,093 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:38,213 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:38,358 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:38,589 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:39,633 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:32:40,218 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:40,219 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:32:40,220 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:32:40,221 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (159ms)
2025-09-17 01:32:40,222 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:32:40,222 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:32:40,223 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:32:40,387 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:32:40,389 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:32:40,491 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:32:40,586 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
